종목명,업종명,평가연도,총자산규모(Size),부채비율(DEB),자기자본비율(DEB),매출액증가율,현금흐름(CF),PBR,ESG,E,S,G,배당지급(DV)
팬오션,운수창고업,2017,3894362000000.0,61.61,61.88,24.67,0.1299609093433574,1.195,2.5,4.0,2.5,2.5,0.0
퍼스텍,기계,2017,197157482000.0,144.18,40.95,7.03,0.1062388490235978,3.49,2.5,3.0,2.5,2.5,0.0
퍼시스,기타제조업,2017,436794588000.0,13.63,88.01,24.99,0.0765063652789149,1.02,2.5,3.0,2.5,2.5,7545000.0
페이퍼코리아,종이목재,2017,667698215000.0,965.62,9.38,31.9,-0.0110836720867208,5.01,2.5,2.0,2.5,2.5,0.0
평화산업,운수장비,2017,178292605000.0,161.59,38.23,-0.77,0.0142717306768711,1.015,2.5,3.0,2.5,4.0,0.0
평화홀딩스,기타금융,2017,509012525000.0,172.6,36.68,-6.91,0.8343339908952959,0.435,2.5,4.0,2.5,2.5,2077000.0
풀무원,기타금융,2017,1103028815000.0,193.49,34.07,10.22,0.8562558327068954,1.835,6.0,6.0,5.0,5.0,4294000.0
풍산,철강금속,2017,2729495592000.0,108.5,47.96,4.0,0.0608925273661066,1.065,4.0,4.0,2.5,4.0,22410000.0
풍산홀딩스,기타금융,2017,818457486000.0,19.8,83.47,5.77,0.1868637166038632,0.97,2.5,4.0,2.5,2.5,11686000.0
하나금융지주,기타금융,2017,359992234000000.0,1349.95,6.9,12.2,8.74241827147496,0.8600000000000001,5.0,5.0,5.0,4.0,370004000.0
하나투어,서비스업,2017,604729719000.0,150.44,39.93,14.57,0.148974793601245,6.27,2.5,4.0,2.5,2.5,8854000.0
하이스틸,철강금속,2017,245323396000.0,80.24,55.48,0.0,-0.0085386802567505,0.345,2.5,3.0,2.5,2.5,700000.0
하이트진로,음식료품,2017,3507595838000.0,188.1,34.71,-0.02,0.2071615883506855,1.605,4.0,3.0,4.0,4.0,55883000.0
하이트진로홀딩스,기타금융,2017,4059346912000.0,257.66,27.96,-0.75,8.793554289348846,0.27,2.5,4.0,2.5,2.5,3297000.0
한국가스공사,전기가스업,2017,37139439444000.0,356.24,21.92,5.04,0.1190936810577822,0.665,4.0,4.0,4.0,5.0,0.0
한국공항,운수창고업,2017,416391199000.0,31.86,75.84,2.72,0.1122799050183487,0.5,2.5,2.0,2.5,2.5,1529000.0
한국내화,비금속광물,2017,215430995000.0,74.9,57.18,4.66,-0.0300472793832159,0.62,2.5,2.0,2.5,2.5,532000.0
한국쉘석유,화학,2017,130947310000.0,31.68,75.94,-0.17,0.0933992048865752,7.0600000000000005,2.5,4.0,2.5,2.5,22100000.0
한국자산신탁,기타금융,2017,779599381000.0,50.95,66.25,63.02,-0.5868673015873016,1.84,2.5,4.0,2.5,2.5,23100000.0
한국전자홀딩스,기타금융,2017,404799624000.0,54.18,64.86,84.58,2.0333504757006944,0.3399999999999999,2.5,2.0,2.5,2.5,877000.0
한국종합기술,서비스업,2017,230798691000.0,101.78,49.56,0.12,-0.055565662182811,0.885,2.5,4.0,2.5,2.5,1095000.0
한국주강,기계,2017,84927734000.0,50.73,66.34,12.9,-0.0966728718959927,0.585,2.5,2.0,2.5,2.5,0.0
한국철강,철강금속,2017,885882136000.0,23.33,81.08,11.38,0.1275254456128953,0.54,4.0,3.0,4.0,4.0,8286000.0
한국카본,기계,2017,366441407000.0,18.08,84.69,-7.21,-0.0649415148569432,0.855,2.5,2.0,2.5,2.5,4102000.0
한국콜마,화학,2017,668548554000.0,100.98,49.76,23.09,0.0079024155510728,5.555,2.5,3.0,2.5,2.5,6331000.0
한국콜마홀딩스,기타금융,2017,746857715000.0,90.42,52.52,48.46,3.070229334292264,3.905,2.5,2.0,2.5,2.5,3081000.0
한국토지신탁,기타금융,2017,1210708226000.0,68.33,59.41,40.43,-0.4209697051604549,1.255,2.5,4.0,4.0,2.5,24528000.0
한국화장품,유통업,2017,99397360000.0,67.58,59.67,-5.91,-0.4086618420393649,4.735,2.5,3.0,2.5,2.5,0.0
한국화장품제조,화학,2017,69855872000.0,47.07,67.99,3.43,-0.0095978563453665,3.92,2.5,3.0,2.5,2.5,363000.0
한농화성,화학,2017,165277180000.0,52.41,65.61,15.28,0.0123683219351999,0.77,2.5,3.0,2.5,2.5,2141000.0
한독,의약품,2017,639346109000.0,119.92,45.47,5.51,0.0164245882210666,1.19,4.0,4.0,2.5,4.0,3299000.0
한미반도체,기계,2017,285064244000.0,38.26,72.33,18.66,0.1833556028448227,4.165,2.5,3.0,2.5,2.5,12642000.0
한미사이언스,기타금융,2017,938783180000.0,41.14,70.85,-1.95,-1.1251650910305662,10.365,2.5,1.0,2.5,2.5,12194000.0
한미약품,의약품,2017,1660934086000.0,109.6,47.71,3.84,-0.0895274381045093,9.28,2.5,2.0,4.0,2.5,5556000.0
한샘,유통업,2017,975706063000.0,92.21,52.03,6.61,0.0335469202870099,9.19,2.5,2.0,2.5,2.5,21155000.0
한섬,섬유의복,2017,1252267494000.0,35.31,73.9,72.57,0.09500201066698,0.86,2.5,3.0,2.5,2.5,7689000.0
한성기업,음식료품,2017,215309216000.0,283.55,26.07,0.66,0.0302779269943648,0.75,2.5,2.0,2.5,2.5,763000.0
한세실업,섬유의복,2017,1196058481000.0,108.53,47.96,10.58,0.052981234686744,2.1950000000000003,2.5,4.0,2.5,2.5,17658000.0
한세엠케이,유통업,2017,212873830000.0,34.24,74.49,3.27,0.0156152667018106,1.09,2.5,3.0,2.5,2.5,2550000.0
한세예스24홀딩스,기타금융,2017,1693645040000.0,141.53,41.4,9.92,8.180786403621147,3.955,2.5,2.0,2.5,2.5,8667000.0
한솔로지스틱스,운수창고업,2017,91872344000.0,94.66,51.37,-7.65,0.0047781127887757,1.145,2.5,3.0,2.5,2.5,494000.0
한솔제지,종이목재,2017,1741025633000.0,219.81,31.27,14.81,0.0678863069892525,0.7749999999999999,5.0,4.0,5.0,5.0,9511000.0
한솔케미칼,화학,2017,723320120000.0,85.06,54.04,13.29,0.2557343349158571,3.085,4.0,4.0,2.5,4.0,11088000.0
한솔테크닉스,전기전자,2017,503513319000.0,136.0,42.37,15.8,0.0712472658782633,2.135,4.0,4.0,2.5,4.0,0.0
한솔홀딩스,기타금융,2017,1629373679000.0,211.48,32.1,11.21,2.06834926658396,0.63,2.5,3.0,2.5,2.5,2110000.0
한솔홈데코,종이목재,2017,307634474000.0,99.66,50.08,8.06,0.0588913376523639,0.8,4.0,3.0,4.0,4.0,1611000.0
한신공영,건설업,2017,1905386491000.0,442.41,18.44,11.97,-0.1030289680236842,0.565,2.5,2.0,2.5,2.5,4087000.0
한양증권,증권,2017,1716738311000.0,538.4,15.66,-8.93,-0.0155875230046067,0.4,2.5,4.0,2.5,2.5,4644000.0
한온시스템,기계,2017,4119580910000.0,102.79,49.31,-2.07,0.2314051887135332,3.95,2.5,3.0,2.5,4.0,42704000.0
한올바이오파마,의약품,2017,168695547000.0,51.71,65.92,1.63,0.5002748631738908,9.495,2.5,4.0,2.5,2.5,0.0
한익스프레스,운수창고업,2017,188215330000.0,198.59,33.49,12.81,0.0032500869346546,1.23,2.5,3.0,2.5,2.5,960000.0
한일철강,철강금속,2017,319893168000.0,94.95,51.3,39.99,0.0261830907289297,0.35,2.5,2.0,2.5,2.5,632000.0
한진,운수창고업,2017,2453809753000.0,182.3,35.42,2.71,0.0197848964217754,0.46,2.5,3.0,2.5,2.5,4721000.0
한진중공업홀딩스,기타금융,2017,1918648000000.0,347.26,22.36,202.26,3.190640932265113,0.405,2.5,4.0,2.5,2.5,0.0
한진칼,기타금융,2017,2775783760000.0,61.99,61.73,16.01,2.7979156513748977,0.835,2.5,2.0,2.5,2.5,7476000.0
한창,유통업,2017,103882929000.0,153.59,39.43,122.01,1.0785819065503148,3.805,2.5,2.0,2.5,2.5,0.0
한창제지,종이목재,2017,150932868000.0,114.88,46.54,3.29,0.0911569001214389,0.92,2.5,2.0,2.5,2.5,1193000.0
한화,화학,2017,160194978000000.0,903.43,9.97,6.97,1.1074408966446945,1.4,5.0,5.0,6.0,5.0,56276000.0
한화손해보험,보험,2017,14890553859000.0,1157.32,7.95,11.93,0.1355188954739107,0.73,4.0,5.0,2.5,2.5,17511000.0
한화투자증권,증권,2017,6700447366000.0,666.0,13.05,8.35,-0.1332852095047597,0.635,4.0,5.0,4.0,2.5,0.0
해성디에스,전기전자,2017,290423757000.0,60.37,62.35,17.69,0.0727823023986267,1.69,5.0,4.0,5.0,5.0,5100000.0
해태제과식품,음식료품,2017,820852537000.0,183.54,35.27,1.09,0.0700692491735705,2.005,2.5,3.0,2.5,2.5,3978000.0
핸즈코퍼레이션,운수장비,2017,675596707000.0,108.74,47.91,-9.45,0.0537728267934726,0.8200000000000001,2.5,4.0,2.5,4.0,2186000.0
현대건설,건설업,2017,18431902000000.0,117.54,45.97,-10.29,0.0505906789562508,0.875,2.5,1.0,4.0,4.0,55732000.0
현대글로비스,운수창고업,2017,8185663712000.0,105.18,48.74,6.63,0.0467060880513315,1.6749999999999998,4.0,4.0,4.0,4.0,112500000.0
현대로템,운수장비,2017,4083911875000.0,187.94,34.73,-8.68,0.0936456786284245,1.43,4.0,4.0,4.0,4.0,0.0
현대리바트,기타제조업,2017,682759227000.0,65.06,60.58,20.77,0.0238124709145979,1.18,4.0,4.0,4.0,2.5,2011000.0
현대모비스,운수장비,2017,41736819000000.0,42.16,70.34,-8.15,0.1003591313794615,1.1800000000000002,2.5,2.0,5.0,5.0,331466000.0
현대미포조선,운수장비,2017,8319438717000.0,255.66,28.12,-41.86,-0.2782601142976046,0.805,4.0,4.0,2.5,5.0,0.0
현대백화점,유통업,2017,6777281518000.0,46.77,68.14,0.89,0.3176395844275854,0.72,4.0,4.0,4.0,2.5,18046000.0
현대비앤지스틸,철강금속,2017,584566534000.0,60.14,62.45,9.84,0.0710179449062557,0.55,2.5,2.0,4.0,4.0,0.0
현대위아,운수장비,2017,7193681978000.0,129.09,43.65,-1.34,0.0104387431658137,0.6699999999999999,2.5,3.0,2.5,4.0,15937000.0
현대제철,철강금속,2017,33373824864000.0,95.91,51.04,14.82,0.1018257620150851,0.48,2.5,3.0,2.5,4.0,98453000.0
현대코퍼레이션홀딩스,유통업,2017,198540566000.0,11.31,89.84,-5.45,0.0640551325553808,0.9,2.5,3.0,2.5,2.5,4400000.0
현대홈쇼핑,유통업,2017,1875426918000.0,21.43,82.35,7.6,0.0273154796098414,1.13,4.0,5.0,2.5,2.5,19869000.0
혜인,유통업,2017,227953372000.0,146.96,40.49,12.58,-0.0895660346804058,0.65,2.5,3.0,2.5,2.5,338000.0
호텔신라,유통업,2017,2249913439000.0,236.74,29.7,7.97,0.0615999391611192,3.62,4.0,4.0,4.0,2.5,13286000.0
화성산업,건설업,2017,575923237000.0,65.18,60.54,14.9,-0.1188743677187521,0.5449999999999999,2.5,4.0,2.5,2.5,10778000.0
화승엔터프라이즈,기타금융,2017,626784093000.0,139.71,41.72,19.99,0.7350731968877633,2.19,2.5,3.0,2.5,2.5,1059000.0
화신,운수장비,2017,846408269000.0,139.95,41.68,-14.63,-0.0406598140612637,0.5249999999999999,2.5,1.0,2.5,2.5,1646000.0
화인베스틸,철강금속,2017,215737385000.0,116.53,46.18,-21.88,0.1148002636369342,0.965,2.5,3.0,2.5,4.0,0.0
화천기계,기계,2017,156771477000.0,27.31,78.55,6.62,-0.0295231606322032,0.46,2.5,3.0,2.5,2.5,198000.0
화천기공,기계,2017,360582908000.0,30.01,76.92,19.26,0.0442373811864962,0.475,2.5,3.0,2.5,2.5,2750000.0
환인제약,의약품,2017,274838060000.0,13.06,88.45,4.65,0.1586979581353537,1.525,2.5,4.0,2.5,2.5,4580000.0
황금에스티,철강금속,2017,363642735000.0,47.01,68.02,-0.26,0.2604514649702967,0.78,2.5,3.0,2.5,2.5,1400000.0
효성,화학,2017,14534978561000.0,276.23,26.58,5.17,0.0804495974711954,1.585,2.5,1.0,5.0,4.0,166343000.0
후성,화학,2017,316114969000.0,51.32,66.09,29.55,0.215142715021783,4.885,2.5,2.0,2.5,4.0,0.0
휴비스,화학,2017,900280058000.0,121.02,45.24,12.02,0.075078061762157,0.875,4.0,3.0,5.0,4.0,9873000.0
휴스틸,철강금속,2017,659077191000.0,74.86,57.19,89.71,-0.1414181134749823,0.285,2.5,3.0,2.5,2.5,3459000.0
흥아해운,운수창고업,2017,848958520000.0,626.32,13.77,0.56,-0.0088262514343086,1.825,2.5,3.0,2.5,2.5,0.0
AJ네트웍스,서비스업,2018,2575139461000.0,423.61,19.1,-26.16,-0.220264602707475,1.11,2.5,2.0,2.5,2.5,4682000.0
BNK금융지주,기타금융,2018,98793581957000.0,1072.63,8.53,4.88,3.4716644171058046,0.645,4.0,3.5,4.0,2.5,97776000.0
CS홀딩스,기타금융,2018,304418193000.0,10.8,90.26,1.32,3.3562306425041184,0.585,2.5,3.0,2.5,2.5,574000.0
DB금융투자,증권,2018,7043191614000.0,825.68,10.8,-6.72,0.2328262925494652,0.31,2.5,3.5,2.5,2.5,10357000.0
DB손해보험,보험,2018,50929102340000.0,862.24,10.39,-2.24,0.0164345720757744,0.99,4.0,3.5,5.0,5.0,126597000.0
DB하이텍,전기전자,2018,1066533840000.0,91.0,52.36,-1.54,0.2694594242460917,1.36,4.0,3.0,4.0,4.0,10857000.0
JB금융지주,기타금융,2018,46779843000000.0,1252.68,7.39,6.85,4.284132146185726,0.515,4.0,3.5,5.0,2.5,34982000.0
KISCO홀딩스,기타금융,2018,1545159970000.0,20.81,82.78,7.66,5.822312406015038,0.29,2.5,4.0,2.5,2.5,4283000.0
LG이노텍,전기전자,2018,5756067241000.0,171.74,36.8,4.46,0.1396460934474573,1.865,5.0,4.0,6.0,5.0,7099000.0
MH에탄올,음식료품,2018,440177523000.0,380.62,20.81,40.05,-0.2400713418401039,0.645,2.5,2.0,2.5,2.5,2348000.0
OCI,화학,2018,5659590446000.0,62.05,61.71,-14.3,0.2971946765187824,0.965,5.0,4.0,6.0,5.0,20272000.0
SH에너지화학,화학,2018,122434685000.0,16.17,86.08,-2.4,0.0287838210154188,1.48,2.5,4.0,2.5,2.5,2549000.0
SIMPAC,기계,2018,681750819000.0,56.71,63.81,32.74,0.1389559107950488,0.26,2.5,3.0,2.5,2.5,3633000.0
SK이노베이션,기타금융,2018,36085384070000.0,86.7,53.56,17.83,0.469612408733932,1.635,5.0,5.0,6.0,4.0,564616000.0
STX,유통업,2018,554061000000.0,765.34,11.56,-16.68,-0.0361789320921279,7.654999999999999,2.5,3.0,2.5,2.5,0.0
STX엔진,기계,2018,864147954000.0,290.63,25.6,22.8,-0.1044677671332263,1.35,2.5,3.0,2.5,4.0,0.0
가온전선,전기전자,2018,526494275000.0,102.18,49.46,0.44,0.0367270737686946,0.415,4.0,3.0,4.0,4.0,2356000.0
강남제비스코,화학,2018,657866050000.0,19.71,83.53,2.33,0.0396592105466277,0.58,2.5,3.0,2.5,2.5,3575000.0
강원랜드,서비스업,2018,4231241354000.0,17.97,84.77,-10.37,0.2534178610374905,1.87,4.0,4.0,4.0,5.0,182465000.0
갤럭시아에스엠,서비스업,2018,33253331000.0,25.62,79.61,-40.83,-0.1275473899228325,2.515,2.5,2.0,2.5,2.5,0.0
경농,화학,2018,357260541000.0,77.34,56.39,2.96,0.0725445673211733,1.325,2.5,2.0,2.5,2.5,4466000.0
경동나비엔,전기전자,2018,583595818000.0,108.35,48.0,6.15,-0.0231144827831692,3.015,4.0,3.0,5.0,4.0,3156000.0
경동인베스트,기타금융,2018,592002536000.0,48.79,67.21,17.21,1.6772350891301435,0.425,2.5,2.0,2.5,2.5,1137000.0
경방,섬유의복,2018,1301792841000.0,83.67,54.45,-2.59,0.0433340953472956,0.52,2.5,2.0,2.5,2.5,3371000.0
경보제약,의약품,2018,221622993000.0,48.73,67.24,5.05,-0.0056528081293706,2.24,2.5,3.0,2.5,2.5,4781000.0
경인양행,화학,2018,412996589000.0,84.57,54.18,10.37,0.0084138166433874,1.28,2.5,2.0,2.5,2.5,2008000.0
경인전자,전기전자,2018,57418578000.0,5.08,95.17,-16.13,-0.0232115139137094,1.015,2.5,2.0,2.5,2.5,334000.0
계양전기,기계,2018,273358875000.0,49.65,66.82,7.4,-0.0084074660723074,0.85,2.5,3.0,2.5,2.5,2047000.0
고려산업,음식료품,2018,213622767000.0,131.22,43.25,-9.22,-0.0378844717288512,0.9,2.5,3.0,2.5,2.5,740000.0
고려아연,철강금속,2018,7225894144000.0,13.36,88.22,4.35,0.160704298575656,1.485,2.5,2.0,4.0,4.0,194417000.0
고려제강,철강금속,2018,2387466225000.0,63.85,61.03,1.73,0.26552752822818,0.525,2.5,2.0,4.0,4.0,6998000.0
광동제약,의약품,2018,732056804000.0,69.91,58.85,3.39,0.0761700584439618,1.105,2.5,3.0,4.0,2.5,3214000.0
광명전기,전기전자,2018,151823119000.0,53.75,65.04,12.36,-0.039359391438886,1.95,2.5,1.0,2.5,2.5,0.0
광전자,전기전자,2018,262117704000.0,16.81,85.61,-0.26,0.0729508344373939,0.715,2.5,3.0,2.5,2.5,2618000.0
광주신세계,유통업,2018,696204982000.0,12.17,89.15,-35.5,0.3983977871950182,0.535,2.5,4.0,2.5,2.5,4800000.0
교보증권,증권,2018,7341195592000.0,732.87,12.01,15.11,0.1112653789173697,0.435,2.5,3.5,2.5,2.5,12217000.0
국도화학,화학,2018,854418441000.0,71.0,58.48,19.02,-0.0145591620915831,0.77,2.5,2.0,2.5,4.0,8349000.0
국동,유통업,2018,123134702000.0,154.02,39.37,14.59,-0.0288327558986053,1.23,2.5,3.0,2.5,2.5,0.0
국보,운수창고업,2018,48188113000.0,259.29,27.83,-8.57,-0.0908136411175855,6.92,2.5,2.0,2.5,2.5,0.0
국제약품,의약품,2018,126234896000.0,83.75,54.42,-12.67,0.1246292366304501,1.64,2.5,3.0,2.5,2.5,859000.0
그린케미칼,화학,2018,189074022000.0,76.31,56.72,0.18,0.0587858941768127,0.91,2.5,3.0,2.5,4.0,2156000.0
극동유화,화학,2018,280142460000.0,75.17,57.09,69.54,0.0149723209839927,0.87,2.5,3.0,2.5,2.5,5387000.0
금강공업,철강금속,2018,852848677000.0,140.76,41.54,-7.39,0.055848888345334,0.5549999999999999,2.5,2.0,2.5,2.5,2242000.0
금양,화학,2018,204777156000.0,157.72,38.8,13.9,0.1144971056726179,2.37,2.5,2.0,2.5,2.5,3057000.0
금호에이치티,운수장비,2018,238380056000.0,90.93,52.38,16.44,0.007765675033025,0.54,2.5,2.0,2.5,2.5,0.0
금호전기,전기전자,2018,170295317000.0,390.87,20.37,-77.18,-0.033633285469452,1.42,2.5,2.0,2.5,2.5,0.0
금호타이어,화학,2018,4221394926000.0,214.62,31.78,-11.05,0.0495649342572472,1.075,4.0,4.0,4.0,4.0,0.0
까뮤이앤씨,건설업,2018,142240175000.0,138.81,41.87,-32.46,-0.0585362907039734,0.675,2.5,3.0,2.5,2.5,665000.0
깨끗한나라,종이목재,2018,599409867000.0,243.17,29.14,-5.09,-0.0360239142046429,1.285,2.5,3.0,2.5,4.0,0.0
남광토건,건설업,2018,148906647000.0,203.19,32.98,35.95,0.0318128877097211,4.605,2.5,3.0,2.5,2.5,0.0
남선알미늄,철강금속,2018,303023071000.0,79.6,55.68,0.0,0.0696004944873287,1.425,2.5,2.0,2.5,2.5,0.0
남성,유통업,2018,205083689000.0,147.78,40.36,-9.5,0.0154022168068548,0.755,2.5,2.0,2.5,2.5,315000.0
남양유업,음식료품,2018,1052659644000.0,18.43,84.44,-7.47,0.0397479137343757,0.6599999999999999,2.5,2.0,2.5,2.5,855000.0
남해화학,화학,2018,547908234000.0,29.01,77.51,10.72,0.0064287961633011,1.88,2.5,2.0,2.5,4.0,2397000.0
넥센,기타금융,2018,3825103267000.0,103.16,49.22,333.09,0.3968223533852848,0.66,2.5,3.0,2.5,4.0,4226000.0
넥센타이어,화학,2018,3242285269000.0,127.02,44.05,0.98,0.0991702664355402,0.7749999999999999,2.5,3.0,2.5,4.0,10299000.0
노루페인트,화학,2018,607444943000.0,97.35,50.67,11.48,0.026033391542646,0.74,2.5,3.0,2.5,2.5,5118000.0
노루홀딩스,기타금융,2018,987142342000.0,75.81,56.88,8.39,0.2285440538795091,0.64,2.5,3.0,2.5,2.5,4690000.0
녹십자,의약품,2018,1723409866000.0,53.03,65.35,3.65,0.0126247815227133,2.31,4.0,3.0,4.0,4.0,11413000.0
녹십자홀딩스,서비스업,2018,2628599972000.0,80.89,55.28,5.68,0.2687233302875417,2.81,2.5,2.0,4.0,2.5,11352000.0
농심,음식료품,2018,2532286535000.0,33.44,74.94,1.28,0.0790567279609261,0.935,2.5,2.0,4.0,4.0,23131000.0
농심홀딩스,기타금융,2018,1194827993000.0,33.37,74.98,9.39,0.8590347111086585,0.785,2.5,2.0,2.5,2.5,9276000.0
다스코,기계,2018,212416938000.0,67.65,59.65,7.89,0.1052981427988711,1.255,2.5,4.0,2.5,2.5,3054000.0
다우기술,서비스업,2018,19345653730000.0,692.67,12.62,63.56,-7.496569405364359,2.02,2.5,2.0,4.0,2.5,0.0
대교,서비스업,2018,830328382000.0,34.61,74.29,-6.04,0.0909730004790969,1.31,2.5,4.0,2.5,2.5,9771000.0
대구백화점,유통업,2018,700202374000.0,125.96,44.26,26.65,-0.2791649015786946,0.355,2.5,4.0,2.5,2.5,1159000.0
대림통상,기계,2018,199273221000.0,86.71,53.56,2.03,-0.0628836122180838,0.6,2.5,3.0,2.5,2.5,2284000.0
대상,음식료품,2018,2198994807000.0,136.78,42.23,-0.41,0.0543678671546975,1.04,2.5,3.0,4.0,2.5,19824000.0
대상홀딩스,기타금융,2018,2629588765000.0,140.19,41.63,0.42,6.970422541404075,0.8400000000000001,2.5,3.0,2.5,2.5,7063000.0
대성산업,유통업,2018,1092773443000.0,142.1,41.3,5.01,-0.0598019241280009,0.5700000000000001,2.5,2.0,2.5,2.5,0.0
대성에너지,전기가스업,2018,653850642000.0,116.51,46.19,0.0,0.0651136218840788,0.5349999999999999,2.5,2.0,2.5,2.5,6875000.0
대성홀딩스,서비스업,2018,1117337450000.0,109.78,47.67,0.74,2.4236419052532026,0.515,2.5,4.0,2.5,2.5,4022000.0
대신증권,증권,2018,19151314244000.0,857.14,10.45,-27.94,-0.7145616093326269,0.7150000000000001,2.5,3.5,4.0,2.5,45530000.0
대양금속,철강금속,2018,92308411000.0,191.42,34.31,-4.53,0.0542981810911029,5.115,2.5,3.0,2.5,4.0,0.0
대영포장,종이목재,2018,218730444000.0,55.85,64.16,-3.85,0.0543029257774356,0.795,2.5,2.0,2.5,2.5,0.0
대우건설,건설업,2018,8733846010000.0,276.83,26.54,-9.87,0.0172657580961667,1.13,5.0,4.0,6.0,5.0,0.0
대우조선해양,운수장비,2018,11918521521000.0,210.36,32.22,-13.13,0.0755374167205655,0.7550000000000001,2.5,4.0,2.5,4.0,0.0
대웅,기타금융,2018,1592170452000.0,65.11,60.57,9.55,0.9476643556706412,3.5,2.5,2.0,2.5,2.5,4318000.0
대웅제약,의약품,2018,1207846352000.0,98.72,50.32,7.41,0.050342825074561,4.52,2.5,2.0,4.0,2.5,6193000.0
대원강업,운수장비,2018,1085767330000.0,90.25,52.56,-3.19,0.1689661161939873,0.69,4.0,3.0,4.0,4.0,7130000.0
대원전선,전기전자,2018,191535435000.0,135.33,42.49,-14.96,-0.0257791225558749,1.955,2.5,2.0,2.5,2.5,0.0
대원제약,의약품,2018,275438692000.0,50.35,66.51,7.98,0.141165012835703,2.35,2.5,4.0,4.0,2.5,4889000.0
대원화성,화학,2018,124822514000.0,70.38,58.69,-3.17,0.0621499841664781,1.205,2.5,2.0,2.5,4.0,0.0
대유에이텍,운수장비,2018,889580574000.0,422.25,19.15,3.23,0.0710743132500219,1.37,2.5,2.0,2.5,2.5,0.0
대유플러스,전기전자,2018,1000928259000.0,625.47,13.78,9.98,0.8545901031287728,1.035,2.5,2.0,2.5,2.5,0.0
대창,철강금속,2018,569961204000.0,164.19,37.85,-3.26,0.06347500281388,0.625,2.5,3.0,2.5,4.0,2307000.0
대창단조,운수장비,2018,229017785000.0,26.29,79.19,24.4,-0.0120882921896638,0.66,2.5,3.0,2.5,4.0,1993000.0
대한방직,섬유의복,2018,267468485000.0,51.28,66.1,0.21,-0.0908921242697306,1.345,2.5,2.0,2.5,2.5,1538000.0
대한유화,화학,2018,1983913415000.0,16.63,85.74,43.53,0.1381699329367527,0.99,2.5,2.0,2.5,2.5,24704000.0
대한전선,전기전자,2018,1172944859000.0,264.36,27.45,3.86,0.009389048048873,4.02,2.5,3.0,2.5,4.0,0.0
대한제강,철강금속,2018,657105860000.0,51.09,66.19,-7.57,-0.0162292378794779,0.53,2.5,3.0,2.5,4.0,3372000.0
대한제당,음식료품,2018,1135447475000.0,151.22,39.81,-5.06,0.0114109557565033,0.49,2.5,3.0,2.5,2.5,4989000.0
대한제분,음식료품,2018,919690199000.0,22.79,81.44,6.63,0.0414068586485237,0.485,2.5,2.0,2.5,2.5,4113000.0
대한항공,운수창고업,2018,25574772722000.0,783.45,11.32,7.6,0.2208161831410393,1.2,2.5,3.0,2.5,4.0,24044000.0
대한해운,운수창고업,2018,2932927976000.0,276.27,26.58,-17.69,0.3282850479099331,1.09,2.5,2.0,2.5,2.5,0.0
대한화섬,화학,2018,583452286000.0,17.05,85.43,-2.87,0.0342604564326915,0.35,2.5,3.0,2.5,2.5,842000.0
대현,섬유의복,2018,258971501000.0,39.5,71.68,0.92,0.0589255507900361,0.58,2.5,3.0,2.5,2.5,3543000.0
대호에이엘,철강금속,2018,88671126000.0,203.41,32.96,4.82,0.0502055947013465,4.685,2.5,2.0,2.5,4.0,0.0
더존비즈온,서비스업,2018,278701440000.0,53.0,65.36,10.37,0.2785182100577791,9.805,2.5,3.0,2.5,2.5,13074000.0
덕성,화학,2018,100557111000.0,60.01,62.5,-16.84,-0.0062653053564055,1.06,2.5,2.0,2.5,2.5,317000.0
덕양산업,운수장비,2018,526312201000.0,580.77,14.69,23.48,0.0412797597657066,0.995,2.5,2.0,2.5,2.5,0.0
도화엔지니어링,서비스업,2018,375922304000.0,51.13,66.17,0.88,0.0715317615392284,1.115,4.0,4.0,2.5,2.5,7373000.0
동국제강,철강금속,2018,5730222157000.0,181.97,35.47,-1.4,0.0427654139559644,0.4,2.5,3.0,2.5,4.0,0.0
동남합성,화학,2018,90617452000.0,47.32,67.88,1.33,0.1175056761472567,1.405,2.5,2.0,2.5,2.5,3963000.0
동방,운수창고업,2018,554091662000.0,325.61,23.5,4.01,0.0600993257015423,0.7,2.5,2.0,2.5,2.5,236000.0
동방아그로,화학,2018,185736751000.0,39.65,71.61,0.72,0.0219778976679429,0.895,2.5,2.0,2.5,2.5,2901000.0
동서,유통업,2018,1432202480000.0,11.01,90.09,0.79,0.1926298108093369,1.9250000000000005,2.5,3.0,2.5,2.5,69071000.0
동성제약,의약품,2018,140196083000.0,143.89,41.0,11.56,0.0151585629889134,11.855,2.5,2.0,2.5,2.5,0.0
동아쏘시오홀딩스,기타금융,2018,1241932782000.0,68.8,59.24,2.5,0.8206139212899777,1.455,2.5,2.0,4.0,2.5,6138000.0
동아에스티,의약품,2018,948673011000.0,63.74,61.07,2.24,0.0883855904041801,1.635,2.5,3.0,5.0,2.5,8438000.0
동아지질,건설업,2018,284762190000.0,62.94,61.37,6.18,0.148272899144522,1.33,2.5,3.0,2.5,2.5,2260000.0
동양,비금속광물,2018,977551540000.0,17.2,85.33,9.66,0.066293014853249,0.55,2.5,3.0,2.5,2.5,10259000.0
동양고속,운수창고업,2018,195948851000.0,73.9,57.51,-6.77,0.0596464746547264,0.8049999999999999,2.5,3.0,2.5,2.5,1378000.0
